Idade,Horas_Estudo_Semana,Pontuacao_Prova_Final,Aprovado,Horas_por_Idade
0.9849628032232174,-1.4981173889956183,16,0,-1.4755899030225714
0.48228115312843545,0.08883634771988659,63,1,0.042844096218065564
-1.5284454472506925,-1.200563563361461,33,0,1.8349959125548936
-0.02040049696634655,-0.5062713035484278,33,0,0.010328186192188013
-0.02040049696634655,0.48557478189876296,76,1,-0.0099059668650601
-1.0257637971559106,-0.3079020864589896,49,0,0.31583481335840063
0.48228115312843545,-1.2997481719061803,17,0,-0.6268440471234886
-0.5230821470611287,1.5766054758906727,95,1,-0.8246941773972256
1.4876444533179995,0.8823132160776392,75,1,1.3125683619870656
0.9849628032232174,-0.10953286936955155,59,0,-0.10788580205931597
0.9849628032232174,-0.9030097377273039,23,0,-0.8894310026097475
0.48228115312843545,-0.01034826082483248,48,0,-0.004990771163474023
-1.0257637971559106,0.18802095626460574,57,0,-0.1928650900428674
0.9849628032232174,0.8823132160776392,68,1,0.8690456986287238
-0.5230821470611287,-0.10953286936955155,62,1,0.05729468848359116
0.9849628032232174,-0.7046405206378658,39,0,-0.6940447024721396
0.48228115312843545,-0.5062713035484278,43,0,-0.24416510807117192
-1.5284454472506925,1.2790516502565157,79,1,-1.9549606716330565
1.4876444533179995,-0.7046405206378658,38,0,-1.0482545621100283
1.4876444533179995,0.6839439989882011,64,1,1.017465496474929
-0.5230821470611287,-1.6964866060850565,21,0,0.8874018563714186
1.4876444533179995,-1.101378954816742,20,0,-1.638460293134302
-0.5230821470611287,0.08883634771988659,54,0,-0.046468707502387276
0.48228115312843545,-0.40708669500370864,44,0,-0.1963302406896323
-0.02040049696634655,0.6839439989882011,81,1,-0.013952797476509723
0.9849628032232174,0.8823132160776392,78,1,0.8690456986287238
0.48228115312843545,1.4774208673459537,90,1,0.7125322395596198
-0.5230821470611287,-1.101378954816742,33,0,0.5761116684134833
-0.5230821470611287,0.08883634771988659,54,0,-0.046468707502387276
-1.5284454472506925,0.5847593904434821,62,1,-0.8937728280604303
-0.02040049696634655,-0.10953286936955155,60,1,0.002234524969288769
-0.5230821470611287,1.4774208673459537,83,1,-0.7728124794042364
-1.0257637971559106,0.8823132160776392,87,1,-0.9050449548046426
0.48228115312843545,0.08883634771988659,55,0,0.042844096218065564
1.4876444533179995,-1.2997481719061803,19,0,-1.9335631586464388
-1.0257637971559106,-1.002194346272023,38,0,1.028014678120176
0.48228115312843545,-1.3989327804508993,21,0,-0.6746789145050281
0.9849628032232174,1.2790516502565157,88,1,1.25981829890394
-0.02040049696634655,-0.7046405206378658,40,0,0.014375016803637633
1.4876444533179995,-0.01034826082483248,64,1,-0.015394532817549985
-1.0257637971559106,1.2790516502565157,94,1,-1.3120048775256572
-1.5284454472506925,-1.2997481719061803,27,0,1.9865941759224117
-1.0257637971559106,-1.4981173889956183,8,0,1.5367145815214438
-1.0257637971559106,-0.5062713035484278,37,0,0.5193147747189079
0.9849628032232174,-1.5973019975403373,19,0,-1.5732830530913753
-1.0257637971559106,-0.9030097377273039,23,0,0.9262746974399222
0.48228115312843545,-0.9030097377273039,40,0,-0.4355045775973302
1.4876444533179995,-1.4981173889956183,19,0,-2.2286660241585756
0.48228115312843545,-0.9030097377273039,39,0,-0.4355045775973302
-0.5230821470611287,0.5847593904434821,61,1,-0.3058771974673335
0.48228115312843545,0.48557478189876296,68,1,0.23418356574422394
0.9849628032232174,0.9814978246223584,85,1,0.9667388486975279
-0.02040049696634655,1.0806824331670775,89,1,-0.02204645869940897
0.48228115312843545,-1.200563563361461,21,0,-0.5790091797419489
-1.5284454472506925,-1.5973019975403373,15,0,2.4413889660249652
-0.5230821470611287,-1.3989327804508993,22,0,0.7317567623924509
-0.02040049696634655,-1.101378954816742,19,0,0.02246867802653688
1.4876444533179995,-0.40708669500370864,45,0,-0.6056002638418234
-1.5284454472506925,0.9814978246223584,74,1,-1.5001658815305023
1.4876444533179995,1.5766054758906727,87,1,2.3454283912795444
-0.02040049696634655,0.08883634771988659,65,1,-0.0018123056421608535
0.9849628032232174,0.08883634771988659,62,1,0.08750049807829197
-1.0257637971559106,-0.20871747791427053,45,0,0.21409483267814705
-0.5230821470611287,1.5766054758906727,89,1,-0.8246941773972256
1.4876444533179995,1.1798670417117965,86,1,1.7552226602552707
0.9849628032232174,-1.5973019975403373,22,0,-1.5732830530913753
-0.5230821470611287,-0.20871747791427053,51,0,0.10917638647658033
0.48228115312843545,0.7831286075329202,75,1,0.37768816788884274
0.48228115312843545,0.6839439989882011,82,1,0.3298533005073031
1.4876444533179995,1.5766054758906727,97,1,2.3454283912795444
-0.5230821470611287,-1.200563563361461,30,0,0.6279933664064724
-1.5284454472506925,0.9814978246223584,74,1,-1.5001658815305023
-1.5284454472506925,1.0806824331670775,84,1,-1.6517641448980203
-1.0257637971559106,0.7831286075329202,68,1,-0.8033049741243891
1.4876444533179995,-0.01034826082483248,59,0,-0.015394532817549985
-0.5230821470611287,1.1798670417117965,92,1,-0.6171673854252687
-1.5284454472506925,-1.4981173889956183,14,0,2.2897907026574473
-0.02040049696634655,-0.01034826082483248,57,0,0.00021110966356395784
-1.0257637971559106,-1.200563563361461,21,0,1.231494639480683
-0.5230821470611287,0.7831286075329202,79,1,-0.4096405934533119
-0.02040049696634655,-1.5973019975403373,15,0,0.03258575455516093
-0.02040049696634655,-0.3079020864589896,45,0,0.006281355580738389
0.48228115312843545,0.28720556480932485,58,0,0.13851383098114478
0.48228115312843545,-1.5973019975403373,14,0,-0.7703486492681072
1.4876444533179995,-0.40708669500370864,52,0,-0.6056002638418234
0.48228115312843545,1.5766054758906727,100,1,0.7603671069411594
1.4876444533179995,-1.002194346272023,25,0,-1.4909088603782337
-0.5230821470611287,-1.5973019975403373,23,0,0.8355201583784293
-1.0257637971559106,-0.5062713035484278,41,0,0.5193147747189079
-1.0257637971559106,0.8823132160776392,72,1,-0.9050449548046426
-0.02040049696634655,-1.6964866060850565,12,0,0.03460916986088575
1.4876444533179995,0.08883634771988659,59,0,0.1321568999385184
0.9849628032232174,1.675790084435392,100,1,1.6505908991791558
-0.5230821470611287,1.675790084435392,100,1,-0.8765758753902149
-0.02040049696634655,1.3782362588012347,85,1,-0.028116704616583405
0.9849628032232174,0.7831286075329202,75,1,0.77135254855992
-0.5230821470611287,1.4774208673459537,91,1,-0.7728124794042364
0.48228115312843545,1.0806824331670775,92,1,0.5211927700334615
0.48228115312843545,-0.5062713035484278,37,0,-0.24416510807117192
0.48228115312843545,-1.5973019975403373,13,0,-0.7703486492681072
0.48228115312843545,0.7831286075329202,69,1,0.37768816788884274
0.9849628032232174,-0.40708669500370864,48,0,-0.40096525226572777
-1.5284454472506925,-0.9030097377273039,37,0,1.3802011224523396
1.4876444533179995,0.6839439989882011,67,1,1.017465496474929
-1.0257637971559106,1.3782362588012347,90,1,-1.413744858205911
0.48228115312843545,-0.10953286936955155,56,0,-0.052825638545013605
-0.02040049696634655,1.5766054758906727,90,1,-0.03216353522803302
-0.02040049696634655,-1.6964866060850565,7,0,0.03460916986088575
-1.5284454472506925,-0.8038251291825849,42,0,1.2286028590848217
0.9849628032232174,-1.002194346272023,24,0,-0.9871241526785517
-0.02040049696634655,-0.7046405206378658,41,0,0.014375016803637633
-1.5284454472506925,1.1798670417117965,89,1,-1.8033624082655382
-1.0257637971559106,0.5847593904434821,75,1,-0.5998250127638819
-0.5230821470611287,-1.4981173889956183,10,0,0.78363846038544
1.4876444533179995,1.0806824331670775,87,1,1.6076712274992024
0.48228115312843545,-1.3989327804508993,16,0,-0.6746789145050281
1.4876444533179995,0.5847593904434821,66,1,0.8699140637188606
1.4876444533179995,1.675790084435392,100,1,2.4929798240356127
0.48228115312843545,1.675790084435392,100,1,0.808201974322699
-1.5284454472506925,-0.6054559120931468,36,0,0.9254063323497856
-1.0257637971559106,-1.002194346272023,26,0,1.028014678120176
0.9849628032232174,0.8823132160776392,68,1,0.8690456986287238
-0.02040049696634655,-0.10953286936955155,52,0,0.002234524969288769
-0.5230821470611287,-1.4981173889956183,10,0,0.78363846038544
-0.02040049696634655,-1.5973019975403373,14,0,0.03258575455516093
-0.02040049696634655,-0.20871747791427053,56,0,0.004257940275013579
-0.02040049696634655,-0.40708669500370864,42,0,0.008304770886463201
0.9849628032232174,0.6839439989882011,64,1,0.6736593984911159
-1.0257637971559106,-0.20871747791427053,58,0,0.21409483267814705
-1.5284454472506925,0.9814978246223584,74,1,-1.5001658815305023
-0.02040049696634655,0.18802095626460574,63,1,-0.0038357209478856666
-1.5284454472506925,-0.6054559120931468,40,0,0.9254063323497856
-0.5230821470611287,-1.5973019975403373,13,0,0.8355201583784293
-0.02040049696634655,-0.8038251291825849,37,0,0.016398432109362444
-0.02040049696634655,0.7831286075329202,76,1,-0.015976212782234538
1.4876444533179995,0.28720556480932485,54,0,0.42725976545065536
-1.0257637971559106,-0.3079020864589896,45,0,0.31583481335840063
-0.5230821470611287,0.7831286075329202,74,1,-0.4096405934533119
-1.0257637971559106,-0.01034826082483248,58,0,0.01061487131763992
0.9849628032232174,-0.20871747791427053,59,0,-0.20557895212811986
-1.0257637971559106,1.3782362588012347,96,1,-1.413744858205911
0.9849628032232174,0.3863901733540439,70,1,0.380579948284704
-0.5230821470611287,-0.9030097377273039,32,0,0.47234827242750477
-1.0257637971559106,-1.002194346272023,32,0,1.028014678120176
0.9849628032232174,-0.40708669500370864,36,0,-0.40096525226572777
1.4876444533179995,-1.5973019975403373,5,0,-2.376217456914644
0.48228115312843545,1.5766054758906727,88,1,0.7603671069411594
-0.02040049696634655,-0.6054559120931468,31,0,0.012351601497912822
1.4876444533179995,1.5766054758906727,93,1,2.3454283912795444
-0.02040049696634655,1.4774208673459537,99,1,-0.030140119922308216
-1.5284454472506925,-1.3989327804508993,16,0,2.13819243928993
0.9849628032232174,-1.3989327804508993,19,0,-1.3778967529537676
0.48228115312843545,0.3863901733540439,65,1,0.18634869836268436
-1.0257637971559106,0.7831286075329202,81,1,-0.8033049741243891
0.9849628032232174,0.6839439989882011,80,1,0.6736593984911159
-0.5230821470611287,-0.40708669500370864,43,0,0.21293978246255876
-0.02040049696634655,-0.10953286936955155,49,0,0.002234524969288769
-0.5230821470611287,-1.5973019975403373,10,0,0.8355201583784293
-1.0257637971559106,0.3863901733540439,64,1,-0.3963450514033746
-0.02040049696634655,-0.7046405206378658,39,0,0.014375016803637633
-1.5284454472506925,1.3782362588012347,95,1,-2.1065589350005745
-1.5284454472506925,-0.01034826082483248,55,0,0.0158167521446779
0.9849628032232174,0.6839439989882011,75,1,0.6736593984911159
1.4876444533179995,-1.6964866060850565,10,0,-2.5237688896707122
-1.0257637971559106,-0.6054559120931468,33,0,0.6210547553991614
0.48228115312843545,-0.40708669500370864,44,0,-0.1963302406896323
-1.0257637971559106,0.6839439989882011,68,1,-0.7015649934441355
-0.5230821470611287,-0.8038251291825849,34,0,0.42046657443451557
-0.5230821470611287,1.0806824331670775,78,1,-0.5652856874322796
0.48228115312843545,0.9814978246223584,87,1,0.4733579026519219
0.9849628032232174,0.6839439989882011,79,1,0.6736593984911159
0.9849628032232174,-1.5973019975403373,7,0,-1.5732830530913753
-1.0257637971559106,-1.002194346272023,21,0,1.028014678120176
-1.5284454472506925,-0.8038251291825849,42,0,1.2286028590848217
0.9849628032232174,-1.101378954816742,30,0,-1.0848173027473555
-0.5230821470611287,-0.20871747791427053,52,0,0.10917638647658033
-0.5230821470611287,0.9814978246223584,78,1,-0.5134039894392903
-1.5284454472506925,1.2790516502565157,96,1,-1.9549606716330565
1.4876444533179995,1.2790516502565157,91,1,1.9027740930113395
-1.5284454472506925,1.2790516502565157,83,1,-1.9549606716330565
-1.5284454472506925,-0.3079020864589896,48,0,0.47061154224723173
-0.5230821470611287,-0.40708669500370864,47,0,0.21293978246255876
-1.5284454472506925,1.0806824331670775,84,1,-1.6517641448980203
1.4876444533179995,1.3782362588012347,83,1,2.050325525767408
-0.02040049696634655,-0.7046405206378658,46,0,0.014375016803637633
0.48228115312843545,0.8823132160776392,74,1,0.42552303527038227
